Gene_symbol	Human_entrez	Rat_entrez	Mouse_entrez	Gene_Name	Synonym	DbTF	PMID	Uniprot_Human	Uniprot_Rat	Uniprot_mouse
ZAR1	"zygote arrest 1"	326340	353228	317755	-	0	0	Q86SH2	Q7TSX9	Q80SU3
ZBED1	"zinc finger, BED-type containing 1"	9189	0	0	ALTE|DREF|TRAMP|HDREF	yes	17220279	O96006		
ZBED2	"zinc finger, BED-type containing 2"	79413	0	0	-	0	0	Q9BTP6		
ZBED3	"zinc finger, BED-type containing 3"	84327	361881	72114	-	0	0	Q96IU2	Q4V7E3	Q9D0L1
ZBED4	"zinc finger, BED-type containing 4"	9889	315211	223773	-	0	0	O75132	D3ZUV0	Q80WQ9
ZBED5	"zinc finger, BED-type containing 5ï¾ "	58486	288622	71970	Buster1|Scand3	0	0		D3ZTR5	B2RPU8,Q8CEW7
ZBED6	"zinc finger, BED-type containing 6"	100381270	103693666	667118	MGR	0	0			
ZBP1	"Z-DNA binding protein 1"	81030	171091	58203	C20ORF183|DAI|DLM-1|DLM1	0	0	B3KVA1,Q9H171,F5GYT1,A2A2F7	G3V6S4	A2APF7,A2APF8,Q9QY24
ZBTB1	"zinc finger and BTB domain containing 1"	22890	314246	268564	ZNF909	yes	21706167	Q9Y2K1	Q672J3	Q91VL9,Q5YB37
ZBTB10	"zinc finger and BTB domain containing 10"	65986	80338	229055	RINZF	yes	10075714	Q96DT7,Q9H9H3	Q9WTY8	E9Q8X5,Q8BNK5
ZBTB11	"zinc finger and BTB domain containing 11"	27107	304010	271377	ZNF-U69274|ZNF913	0	0	O95625,Q59H97	D3ZDP9	G5E8B9
ZBTB12	"zinc finger and BTB domain containing 12"	221527	309613	193736	BAT9|C6ORF46|D6S59E|G10|NG35	0	0	Q9Y330	B5DFJ8	Q9Z150
ZBTB16	"zinc finger and BTB domain containing 16"	7704	353227	235320	PLZF|ZNF145	yes	12408802	Q05516	Q5S3S9	Q3UQ17
ZBTB17	"zinc finger and BTB domain containing 17"	7709	313666	22642	MIZ-1|ZNF151|ZNF60|PHZ-67	yes	9312026	F5H411,Q13105,B4DXB4	Q5XIU3	A6H6B9,Q60821
ZBTB2	"zinc finger and BTB domain containing 2"	57621	308126	381990	ZNF437	yes	19380588	Q8N680	D4ABS0	Q3V1Q5,Q3V3W4,Q69ZI2
ZBTB20	"zinc finger and BTB domain containing 20"	26137	288105	56490	DPZF|HOF|ODA-8S|ZNF288	yes	11744704	A8K251,Q9HC78,B2RCW4	D4A1U1	Q8K0L9
ZBTB22	"zinc finger and BTB domain containing 22"	9278	309630	81630	BING1|ZBTB22A|ZNF297|ZNF297A|FRU|FRUITLESS	0	0	O15209	Q6MGC7	Q3TXW4,Q9Z0G7
ZBTB24	"zinc finger and BTB domain containing 24"	9841	365590	268294	BIF1|ICF2|PATZ2|ZNF450	0	0	O43167	Q3B725	Q80X44
ZBTB25	"zinc finger and BTB domain containing 25"	7597	314245	109929	C14ORF51|KUP|ZNF46	0	0	P24278	Q6P754	G3UW50
ZBTB26	"zinc finger and BTB domain containing 26"	57684	311910	320633	ZNF481|BIOREF	0	0	Q9HCK0	D3ZG35	Q6P9Q3
ZBTB3	"zinc finger and BTB domain containing 3"	79842	499313	75291	-	0	0	Q9H5J0	B1H220	Q91X45
ZBTB32	"zinc finger and BTB domain containing 32"	27033	688845	58206	FAXF|FAZF|ROG|TZFP|ZNF538	0	0	Q9Y2Y4	D4A2U2	Q9JKD9,B2RQ06
ZBTB33	"zinc finger and BTB domain containing 33"	10009	501506	56805	ZNF-KAISO|ZNF348	yes	15817151	Q86T24	D3ZAN8	A2A3Z3,Q8BN78
ZBTB34	"zinc finger and BTB domain containing 34"	403341	689174	241311	RP11-106H5.1|ZNF918	0	0	Q8NCN2		A2ATY4
ZBTB37	"zinc finger and BTB domain containing 37"	84614	304918	240869	D430004I08RIK|ZNF908	0	0	Q5TC79,Q8WYT0	D3ZGJ3	Q8C3U9
ZBTB38	"zinc finger and BTB domain containing 38"	253461	315936	245007	CIBZ|ZNF921	0	0	Q9H6F0,Q8NAP3	Q5EXX3	Q3LR78
ZBTB39	"zinc finger and BTB domain containing 39"	9880	299510	320080	ZNF922	0	0	O15060	D3ZC02	Q6PDK0
ZBTB4	"zinc finger and BTB domain containing 4"	57659	287441	75580	KAISO-L1|ZNF903	yes	16354688	Q9P1Z0,B3KVD4	D4A8X0	Q3UHT8,Q5F293
ZBTB40	"zinc finger and BTB domain containing 40"	9923	362635	230848	ZNF923	0	0	B3KR52,Q9NUA8,Q1RMZ5		Q6PCS8
ZBTB41	"zinc finger and BTB domain containing 41"	360023	289052	226470	FRBZ1|RP11-469L3.1|ZNF924	0	0	Q5SVQ8	D3ZMX0	Q811F1
ZBTB42	"zinc finger and BTB domain containing 42"	100128927	691556	382639	ZNF925	yes	21193930	B2RXF5	B1WBS3	Q811H0
ZBTB43	"zinc finger and BTB domain containing 43"	23099	311872	71834	ZBTB22B|ZNF-X|ZNF297B	0	0	O43298	Q5PQT4	G3X9N4,Q9DAI4,A2AUS0
ZBTB44	"zinc finger and BTB domain containing 44"	29068	363035	235132	BTBD15|HSPC063|ZNF851	0	0	Q8NCP5	Q3SWU4	Q8R0A2
ZBTB45	"zinc finger and BTB domain containing 45"	84878	308366	232879	ZNF499	yes	16636917	Q96K62	D4A1A3	Q52KG4
ZBTB46	"zinc finger and BTB domain containing 46"	140685	311718	72147	BTBD4|BZEL|RINZF|ZNF340|DJ583P15.7|DJ583P15.8	0	0	Q86UZ6,Q6ZMU8	D3ZTY1	A2AU15,Q8BID6
ZBTB47	"zinc finger and BTB domain containing 47"	92999	0	0	ZNF651	0	0	Q9UFB7,H7BXD3,Q6ZSY6		
ZBTB48	"zinc finger and BTB domain containing 48"	3104	362668	100090	HKR3|ZNF855|PP9964	0	0	P10074	G3V777	Q1H9T6,B1AS69
ZBTB49	"zinc finger and BTB domain containing 49"	166793	305428	75079	ZNF509	0	0	A8K936,Q6ZSB9,Q32ML0	D4A8F0	Q8BXX2
ZBTB5	"zinc finger and BTB domain containing 5"	9925	298084	230119	-	yes	19491398	O15062,Q5T942	D3ZFS3	B1AXQ3,Q7TQG0
ZBTB6	"zinc finger and BTB domain containing 6"	10773	366029	241322	ZID|ZNF482	0	0	Q15916	D3ZBL2	Q8K088
ZBTB7A	"zinc finger and BTB domain containing 7A"	51341	117107	16969	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON	yes	20336405	Q8TB76,O95365	Q9QZ48	O88939
ZBTB7B	"zinc finger and BTB domain containing 7B"	51043	295248	22724	THPOK|ZBTB15|ZFP-67|ZFP67|ZNF857B|C-KROX|HCKROX	yes	"7937772, 17296789"	J3KQQ3,B4E3K5,O15156		Q5BJ24,Q64321
ZBTB7C	"zinc finger and BTB domain containing 7C"	201501	679155	207259	APM-1|APM1|ZBTB36|ZNF857C	0	0	B2RG49,A1YPR0	B2GV04	Q8VCZ7
ZBTB8A	"zinc finger and BTB domain containing 8A"	653121	313049	73680	BOZF1|ZBTB8|ZNF916A	0	0	Q96BR9		Q9CWH1
ZBTB8B	"zinc finger and BTB domain containing 8B"	728116	500553	215627	RP1-27O5.1|ZNF916B	0	0	Q8NAP8		Q8CII0
ZBTB9	"zinc finger and BTB domain containing 9"	221504	294289	474156	ZNF919	0	0	Q96C00	Q6MGD2	Q8CDC7
ZC3H10	"zinc finger CCCH-type containing 10"	84872	685928	103284	ZC3HDC10	0	0	Q96K80	D3ZLM7	Q8R205
ZC3H11A	"zinc finger CCCH-type containing 11A"	9877	360845	70579	ZC3HDC11A	0	0	O75152	Q0ZFS5	Q3UL31,Q6NZF1
ZC3H11B	"zinc finger CCCH-type containing 11B pseudogene"	643136	0	0	ZC3HDC11B	0	0			
ZC3H13	"zinc finger CCCH-type containing 13"	23091	305955	67302	KIAA0853	0	0	A0PJJ2,Q5T200	B0BN80	Q8BHW0,E9Q784
ZC3H14	"zinc finger CCCH-type containing 14"	79882	192359	75553	MSUT-2|NY-REN-37|SUT2|UKP68	0	0	Q6PJT7,G3V5R4,B4E2H4	Q7TMD5	Q8BJ05
ZC3H15	"zinc finger CCCH-type containing 15"	55854	362154	69082	HT010|LEREPO4|MSTP012	0	0	Q8WU90	Q6U6G5	B1B079,Q3TIV5
ZC3H18	"zinc finger CCCH-type containing 18"	124245	292067	76014	NHN1	0	0	Q86VM9	Q6TQE1	Q0P678,G3X8T2
ZC3H3	"zinc finger CCCH-type containing 3"	23144	300032	223642	ZC3HDC3	0	0	Q8IXZ2	D3ZKY5	Q8CHP0,Q3UUL4
ZC3H4	"zinc finger CCCH-type containing 4"	23211	678741	330474	C19ORF7	0	0	Q9UPT8	D4A5G7	E9Q8K8,Q6ISX3,Q6PAI8,Q6ZPZ3
ZC3H6	"zinc finger CCCH-type containing 6"	376940	311415	78751	ZC3HDC6	0	0	P61129,Q6ZN12		A2AP88
ZC3H7A	"zinc finger CCCH-type containing 7A"	29066	360466	106205	ZC3H7|ZC3HDC7	0	0	Q8IWR0		Q3UBH9
ZC3H7B	"zinc finger CCCH-type containing 7B"	23264	315158	20286	ROXAN	0	0	Q9UGR2	D4AA64	F8VPP8
ZC3H8	"zinc finger CCCH-type containing 8"	84524	311414	57432	FLIZ1|ZC3HDC8	yes	12077251	Q8N5P1	Q6AYB0	A2AP86,Q9JJ48
ZC3HAV1	"zinc finger CCCH-type, antiviral 1"	56829	252832	78781	ARTD13|FLB6421|PARP13|ZAP|ZC3H2|ZC3HDC2	0	0	Q7Z2W4	A2RRT6	Q3UPF5
ZCCHC11	"zinc finger, CCHC domain containing 11"	23318	313481	230594	PAPD3|TUT4	0	0	Q5TAX3		Q9EQN6,B2RX14,Q3V3D5
ZCCHC4	"zinc finger, CCHC domain containing 4"	29063	360946	78796	HSPC052	0	0	Q9H5U6		Q8BKW4
ZCCHC6	"zinc finger, CCHC domain containing 6"	79670	501515	214290	PAPD6	0	0	Q5VYS8,Q96KX5		E9PUA2,Q5BLK4
ZCCHC7	"zinc finger, CCHC domain containing 7"	84186	298086	319885	AIR1|RP11-397D12.1	0	0	Q8N3Z6,Q05DN1	B1WC15	B1AX39
ZDHHC1	"zinc finger, DHHC-type containing 1"	29800	291967	70796	C16ORF1|HSU90653|ZNF377	0	0	Q8WTX9	Q2TGK5	Q8R0N9
ZDHHC11	"zinc finger, DHHC-type containing 11"	79844	499000	71164	ZNF399	0	0	Q9H8X9		Q14AK4
ZDHHC13	"zinc finger, DHHC-type containing 13"	54503	365252	243983	HIP14L|HIP3RP	0	0	Q8IUH4	Q2TGJ6	Q9CWU2
ZDHHC15	"zinc finger, DHHC-type containing 15"	158866	317235	108672	MRX91	0	0	B3KY34,Q96MV8	Q2TGJ4	B1AVY9,Q8BGJ0
ZDHHC16	"zinc finger, DHHC-type containing 16"	84287	654495	74168	APH2	0	0	Q969W1	Q2TGJ3	Q9ESG8
ZDHHC17	"zinc finger, DHHC-type containing 17"	23390	366889	320150	HIP14|HIP3|HYPH	0	0	Q8IUH5	Q2TGJ2	Q8BIT5,Q80TN5
ZDHHC19	"zinc finger, DHHC-type containing 19"	131540	288045	245308	DHHC19	0	0	Q8WVZ1	Q2TGJ0	Q810M5
ZDHHC2	"zinc finger, DHHC-type containing 2"	51201	246326	70546	DHHC2|ZNF372	0	0	Q9UIJ5	Q2TGK4	P59267
ZDHHC21	"zinc finger, DHHC-type containing 21"	340481	298184	68268	9130404H11RIK|DHHC-21|DHHC21|DNZ1|HSPC097	0	0	Q8IVQ6	Q2TGI9	Q9D270
ZDHHC6	"zinc finger, DHHC-type containing 6"	64429	361771	66980	ZNF376	0	0	Q9H6R6	Q32PY5	Q9CPV7
ZDHHC7	"zinc finger, DHHC-type containing 7"	55625	170906	102193	DHHC7|SERZ-B|SERZ1|ZNF370	0	0	Q9NXF8	Q923G5	Q91WU6
ZDHHC9	"zinc finger, DHHC-type containing 9"	51114	302808	208884	CGI89|CXORF11|DHHC9|MMSA1|MRXSZ|ZDHHC10|ZNF379|ZNF380	0	0	Q9Y397	A1L1I1	B1AVD4,P59268
ZEB1	"zinc finger E-box binding homeobox 1"	6935	25705	21417	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	yes	16129691	Q5VZ84,E9PCM7,F5H4I8,B4DUW9,B2RBI8,P37275,Q2KJ05	Q7TP68	Q64318
ZEB2	"zinc finger E-box binding homeobox 2"	9839	311071	24136	HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B	yes	11430829	O60315,F5H814,B7Z2P2	Q3T921	Q9R0G7
ZFA	"zinc finger and AT hook domain containing"	0	362925	22639	ZFX	0	0		D4A2U0	
ZFAND3	"zinc finger, AN1-type domain 3"	60685	361816	21769	TEX27	yes	10366431	Q9H8U3	Q5U2M7	Q497H0
ZFAND5	"zinc finger, AN1-type domain 5"	7763	293960	22682	ZA20D2|ZFAND5A|ZNF216	0	0	O76080		O88878
ZFAND6	"zinc finger, AN1-type domain 6"	54469	293067	65098	AWP1|ZA20D3|ZFAND5B	0	0	Q6FIF0	Q6DGF4	Q9DCH6
ZFAT	"zinc finger and AT hook domain containing"	57623	362925	380993	AITD3|ZFAT1|ZNF406	yes	20660741	Q6PJQ2,B7ZL15,E9PBN4,Q4KMQ4,Q9P243,E9PER3,B7Z6H1	D4A2U0	Q7TS63
ZFHX2	"zinc finger homeobox 2"	85446	305888	239102	ZFH-5|ZNF409	0	0	B9EK48,Q9C0A1,B7ZM83	D3ZF41	Q2MHN3
ZFHX3	"zinc finger homeobox 3"	463	307829	11906	ATBF1|ATBT|ZNF927	yes	17330845	Q15911,Q8N2Y6		E9QMD3
ZFHX4	"zinc finger homeobox 4"	79776	310250	80892	ZFH4|ZHF4	0	0	Q86UP3,G3V138	D4A3U5	Q6P8L4,E9Q5A7
ZFP1	"ZFP1 zinc finger protein"	162239	498952	22640	ZNF475	yes	20624068	Q6P2D0		Q3UI68,P08042
ZFP106	"zinc finger protein 106 homolog (mouse)"	64397	0	20402	SH3BP3|ZNF474	0	0	Q9H2Y7		Q8C235,O88466
ZFP108	"zinc finger protein 108"	0	499093	54678		0	0			Q8CCP6
ZFP109	"zinc finger protein 109"	0	0	56869	MGC141452	0	0			Q9R166
ZFP11	"zinc finger protein 3"	0	288625	22648	6720465D24|KROX-6|ZFP-11	0	0			P10751
ZFP110	"zinc finger protein 110"	0	308362	65020	2900024E01RIK|N28112|NRIF|NRIF1	0	0		Q4V8E9	Q923B3
ZFP111	"zinc finger protein 111"	0	170849	56707	RKR2	0	0		Q62788	Q99K53,Q9R164
ZFP112	"zinc finger protein 112 homolog (mouse)"	7771	308420	57745	ZNF228|ZNF112	0	0	Q0VG01,Q9UJU3	D4A286	E9QP25
ZFP119A	"zinc finger protein 119a"	0	0	104349	AL024077|MZF13|ZFP119	0	0			Q9JIC0
ZFP119B	"zinc finger protein 119b"	0	0	240120	MGC18735	0	0			Q8K0G9
ZFP120	"zinc finger protein 120"	0	0	104348	AI315103|E030042N05RIK|F80|MZF31|ZFP844	0	0			Q9EQK2,Q8BZW4,A2ANU5
ZFP125	"zinc finger protein 125"	0	0	22651	ZT2	0	0			
ZFP131	"zinc finger protein 131"	0	310375	72465		0	0		B1WC22	Q8K3J5
ZFP14	"ZFP14ï¾ zinc finger protein"	57677	499124	243906	"ZNF531|4732429I09Rik1 Krox-91| mKIAA1559|Zfp968"	0	0			Q8BR51,P10755
ZFP146	"ZINC FINGER PROTEIN OZF-LIKE"	0	0	26465		0	0			Q8BQN6
ZFP161	"zinc finger and BTB domain containing 14"	7541	282825	22666	ZBTB14|ZF5|ZFP-161|ZFP-5|ZNF478	yes	"8367294, 10049742, 14706637"	B2R850,O43829	Q8CGQ6	Q544H8,Q08376
ZFP180	"zinc finger protein 180"	0	246279	676710		0	0		Q62886	
ZFP184	"zinc finger protein 184"	0	306966	193452	4930500C15RIK|MGC62472	0	0			Q7TSH9
ZFP2	"ZFP2 zinc finger protein"	80108	497897	22678	ZNF751	0	0	Q6ZN57	B1WBX4	P08043
ZFP259	"zinc finger protein 259"	0	500989	22687	"AI303781, ZPR1, ZNF259"	0	0		D3ZWN1	Q62384
ZFP27	"zinc finger protein 27"	0	100362022	22689	ZFP-27|MKR-4|MSZF76	0	0		D3ZIN6	P10077
ZFP28	"ZFP28 zinc finger protein"	140612	502294	22690	MKR5	0	0	Q8NHY6		P10078,Q69ZJ8
ZFP286	"zinc finger protein 286A"	0	497923	192651	BC027023|MGC39058	0	0		D4A514	Q8C0E6
ZFP3	"ZFP3 zinc finger protein"	124961	497944	193043	ZNF752	0	0	Q96NJ6	D3ZIG3	A2CF98,Q8BLB0
ZFP30	"ZFP30 zinc finger protein"	22835	306977	22693	ZNF745	0	0	Q9Y2G7,D3Y2A0	Q5FVP7	Q78FW7,Q60585
ZFP352	"zinc finger protein 352"	0	502968	236537	RGD1563227	0	0			A2AML7
ZFP353	"zinc finger protein 353"	0	0	234203		0	0			
ZFP36	"ZFP36 ring finger protein"	7538	79426	22695	G0S24|GOS24|NUP475|RNF162A|TIS11|TTP|ZFP-36	0	0	P26651	G3V8K6,P47973	Q3U3D2,P22893
ZFP369	"zinc finger protein 369"	0	0	170936	B930030B22RIK|D230020H11RIK|NRIF2	0	0			F8VQL6
ZFP36L1	"ZFP36 ring finger protein-like 1"	677	29344	12192	BRF1|BERG36|ERF-1|ERF1|RNF162B|TIS11B|CMG1	0	0	B3KNA8,Q07352	P17431	P23950,Q543H2
ZFP36L2	"ZFP36 ring finger protein-like 2"	678	298765	12193	BRF2|ERF-2|ERF2|RNF162C|TIS11D	0	0	P47974		B9EIF6
ZFP37	"ZFP37 zinc finger protein"	7539	115768	22696	ZNF906	yes	9585434	Q9Y6Q3	F1LQU1	Q8CCM5,Q6P3Z4
ZFP386	"zinc finger protein 386 (Kruppel-like)"	0	25165	56220	KZF1|ZNF386	0	0		Q6AYY1,F1MAL7	Q3TN43,Q1WWJ5
ZFP39	"zinc finger protein 39"	0	303173	22698	0	0	0		D4A5T4	Q02525
ZFP40	"gametogenetin binding protein 2"	79893	690661	22700	CTFIN12|ZFP-40	0	0	Q9H3C7		B1B1D3
ZFP41	"ZFP41ï¾ zinc finger protein"	286128	315081	22701	CTfin92|ZNF753	0	0			Q02526
ZFP42	"ZFP42 zinc finger protein"	132625	100361947	22702	REX1|ZNF754	yes	9528758	Q96MM3		P22227,E9QK22
ZFP426L	"zinc finger protein 266"	0	367034	0	ZFP426	0	0		F1MAL0	
ZFP455	"zinc finger protein 455"	0	286979	218311	KZF-2|KZF2	0	0		P70591,G3V9J4,B1WBP5	Q7M6X9
ZFP456	"zinc finger protein 456"	0	0	408065	BC065418|MGC73892|RSLCAN-13	0	0			B2RUK9
ZFP457	"zinc finger protein 457"	0	0	431706	RSLCAN-6	0	0			Q7M6X7,E9PUC7
ZFP458	"zinc finger protein 458"	0	499563	238690	BC062958|RSLCAN-7|MSZF59-2	0	0		Q5U307	Q6P5C7
ZFP459	"zinc finger protein 459"	0	0	328274	9930025G17RIK|RSLCAN-14	0	0			Q8BZ17
ZFP46	"zinc finger protein 46"	0	298558	22704		0	0			A2AW50,Q8BPP0
ZFP472	"zinc finger protein 472"	0	314587	224691	KRIM-1|KRIM1	0	0		Q7TPB3	B0V2W5,Q3UQI7
ZFP494	"zinc finger protein 494"	0	299648	0	ZNF494	0	0			
ZFP51	"zinc finger protein 51"	0	308232	22709	"ZFP54|Fnp-1| Zfp-1| mkr-1"	0	0		B5DEZ5	Q3U4L8
ZFP52	"zinc finger protein 52"	0	361487	22710	KRAB11|ZFP-52|ZFP76|MSZF23-2|MSZF24|MSZF34|MSZF75|ZFEC29	0	0		Q5U2X3	Q8BJ45
ZFP53	"zinc finger protein 18"	0	308236	24132	D030067O06RIK|KRAZ1|ZFP-53|ZFP118|ZFAS8	0	0		D3ZN28	Q9Z117
ZFP534	"zinc finger protein 534"	0	0	100503584		0	0			A2A7A1
ZFP54	"zinc finger protein 51"	0	308232	22712	2810034D10RIK|KRAB10|MGC91117|ZFP-54|ZFP76|MSZF83	yes	20624068		B5DEZ5	E9PW05
ZFP57	"ZFP57 zinc finger protein"	346171	361783	22715	C6ORF40|TNDM1|ZNF698|BA145L22|BA145L22.2	0	0	B7ZW61,Q9NU63	A0JPK3	Q8C6P8
ZFP58	"zinc finger protein 58"	0	0	238693	A530094I17RIK|MFG-1|MFG1|RSLCAN5|ZFP817	0	0			P16372
ZFP59	"zinc finger protein 59"	0	685610	22717	MFG-2|MFG2	0	0			F8VPX4
ZFP60	"zinc finger and BTB domain containing 17"	0	292740	22718	"MFG3| MFG-3| AI426106| AI449354| 6330516O17RIK"	0	0			
ZFP600	"zinc finger protein 600"	0	0	667666		0	0			Q32P07,A2A7V0
ZFP607	"zinc finger proten 607"	0	0	545938	4732475C15RIK	0	0			Q3TQG9
ZFP61	"zinc finger protein 61"	0	499094	22719		0	0		F1M975,Q6AYK0	Q923D1
ZFP617	"zinc finger protein 617"	0	100361660	170938	ZFPS11-6	0	0			Q91WM0
ZFP62	"ZFP62 zinc finger protein"	643836	361500	22720	ZET|ZNF755	0	0	J3QTA9,Q8NB50	D3ZI74	I7HJI2,Q8C827
ZFP637	"zinc finger protein 637"	0	362425	232337	AZF1|DZF11	0	0		B0BNH4	Q80V23
ZFP64	"ZFP64 zinc finger protein"	55734	311661	22722	ZNF338	0	0	Q9NPA5,Q9NTW7,Q5JWM1	Q5U2X9	A2AQR4
ZFP640	"zinc finger protein 640"	0	0	386626	MZF6D	0	0			
ZFP648	"zinc finger protein 648"	0	0	100503355		0	0			D3Z0W3
ZFP651	"zinc finger and BTB domain containing 47"	0	316087	270210	4732420M22RIK|BC030045|R74626	0	0			E9PZ11
ZFP658	"ZINC FINGER PROTEIN 585A-LIKE"	0	0	210104		0	0			Q5PPQ4
ZFP68	"zinc finger protein 68"	0	304337	24135	KRAB3|KRAZ2|ZFP70|MSZF22|MSZF49	0	0		D3ZIP9	Q9Z116,Q8BLK6
ZFP69B	"ZFP69 zinc finger protein B"	65243	0	0	RP11-656D10.1|RP1-228H13.4|ZKSCAN23B|ZNF643|ZSCAN54B	0	0	D3DPV3,Q9UJL9		
ZFP71-RS1	"zinc finger protein 71, related sequence"	0	0	235907	KRAB5|ZFP65|PZ114	0	0			Q91W94,Q8BY64
ZFP715	"zinc finger protein 715"	0	100360772	69930	2610041B18RIK|MSZF15	0	0			Q6PG13,G3X9T1
ZFP719	"zinc finger protein 719"	0	100361791	210105	8030458J18|9430094P17RIK|C630016O21RIK|MSZF6	0	0			Q8BIV1
ZFP748	"zinc finger protein 748"	0	680258	212276	2610014M12RIK|BC055310|KIAA4236|KRAB-O|MGC60742|ZFP208|MKIAA4236|MSZF54	0	0			Q7TPL6,Q8BTB4
ZFP758	"zinc finger protein 28"	0	690559	224598	BC021442|MGC29357|MGC67807	0	0			E9Q462
ZFP759	"zinc finger protein 759"	0	0	268670	BC028265|RSLCAN-8|RSLCAN8	0	0			Q7M6X3
ZFP760	"zinc finger protein 760"	0	0	240034	9430018I06|BC029103|MGC105247	0	0			E9QAF5,Q5U4A6
ZFP78	"zinc finger protein 78"	0	691269	330463	A330079D15|KRAB12|MGC102644|ZFP77	0	0			Q8BJ21,Q5U406,Q69ZK4
ZFP788	"zinc finger protein 788"	0	499137	67607	2810426N06RIK|AI256342|AI605193	0	0			Q8BUQ3,Q3TQT9
ZFP809	"zinc finger protein 809"	0	0	235047	BB114266|C330026E23|MGC117587	0	0			Q4KL58,Q8BIJ2,G3X9G7
ZFP810	"zinc finger protein 810"	0	0	235050	BC005471|MGC6652	0	0			Q99K45
ZFP811	"zinc finger protein 811"	0	0	240063	BC052046|MGC62423	0	0			Q80WT1
ZFP819	"zinc finger protein 819"	0	308561	74400	RGD1309564	0	0		Q5PQR1	Q80V81,Q9D4A7
ZFP82	"ZFP82 zinc finger protein"	284406	0	330502	ZNF545	0	0	D3Y299,Q8N141		Q8BIP1,Q6P9Y7
ZFP820	"zinc finger protein 820"	0	0	75424	2610036F08RIK|MGC29393	0	0			Q9CSX8,E9Q5G8
ZFP825	"zinc finger protein 825"	0	0	235956	MGC18736	0	0			Q91VL6
ZFP85-RS1	"zinc finger protein 85, related sequence 1"	0	0	22746	KRAB19|RSLCAN2|ZFP71	0	0			Q7TMC9
ZFP866	"zinc finger protein 866"	0	100362083	330788	9830167H18RIK|AI875089|C85843|D330038O06RIK	0	0			Q6PGD2,Q8BIY7
ZFP867	"zinc finger protein 867"	0	100125361	237775	MGC60963	0	0		A1L1M1	E9Q2M4,Q3V232
ZFP868	"zinc finger protein 868"	0	494340	234362	MGC105514|MGC72612	0	0		Q6P6Q8	Q3UTQ6
ZFP869	"zinc finger protein 869"	0	100361114	66869	1200003I07RIK	0	0		D3ZKK4	Q9DC47,Q8C0L3
ZFP87	"zinc finger protein 87"	0	0	170763	2210039O17RIK|4631412O18RIK|KRAB4|MGC25780|MZF22|ZFP72	0	0			Q8K2A4
ZFP870	"zinc finger protein 870"	0	362845	240066	AI173952|MGC86136|Zfp709l2	0	0			Q6NZJ3
ZFP871	"zinc finger protein 871"	0	100361516	208292	4732483N19|9030612M13RIK|AI118577|AI265322|MKIAA3006	0	0			Q80T67,G5E905
ZFP872	"zinc finger protein 872"	0	0	619310	9530015I07RIK	0	0			Q3UVL3
ZFP873	"zinc finger protein 873"	0	0	408062	MGC102234	0	0			Q3UPB5,E9PU88
ZFP874A	"zinc finger protein 874a"	0	0	238692	C330011K17RIK|MGC91167|RSLCAN15|ZFP874	0	0			Q66JQ2,Q8BX23
ZFP874B	"zinc finger protein 874b"	0	0	408067	9630025I21RIK|RSLCAN16	0	0			Q7M6X2
ZFP879	"zinc finger protein 879"	0	0	214779	9630041N07RIK|ZNF879	0	0			Q8BI99
ZFP882	"zinc finger protein 882"	0	0	382019	ENSMUSG00000052439|GM15468|OTTMUSG00000022410	0	0			Q8BYD7,E9Q4R4
ZFP9	"zinc finger protein 9"	0	100158232	22750	MGC188133	0	0		B2GV60	Q8BIS1
ZFP90	"ZFP90 zinc finger protein"	146198	498945	22751	NK10|ZNF756	yes	7576184	Q8TF47	Q4V8A8	Q61967
ZFP91	"ZFP91 zinc finger protein"	80829	246282	109910	DMS-8|DSM-8|PZF|ZFP-91|ZNF757	0	0	Q96JP5		Q62511
ZFP92	"ZFP92 zinc finger protein"	139735	100359785	22754	ZNF897	0	0	A6NM28		Q62396
ZFP930	"zinc finger protein 930"	0	0	234358		0	0			
ZFP931	"zinc finger protein 931"	0	0	353208	2810021G02RIK	0	0			A2AHM2
ZFP932	"zinc finger protein 932"	0	0	69504	2310001H12RIK	0	0			E9QAG8
ZFP933	"zinc finger protein 933"	0	0	242747	2810408P10RIK|MGC67181	0	0			Q6PEE4
ZFP934	"zinc finger protein 934"	0	0	77117	6720457D02RIK	0	0			Q8BSR1
ZFP935	"zinc finger protein 935"	0	0	71508	8430426H19RIK|ES113|MGC107309|MGC132990	0	0			Q14DI0
ZFP936	"zinc finger protein 936"	0	0	668620	EG435970|EG668620|GM9272|I1C0022H11RIK|MGC76792	0	0			
ZFP937	"zinc finger protein 937"	0	0	245174	EG245174|GM4979|ZIPO-I	0	0			A2ANU7
ZFP938	"zinc finger protein 938"	0	0	237411	B230315N10RIK|MGC19022	0	0			E9Q9G3
ZFP939	"similar to zinc finger protein 11B"	0	690146	233147	9430025M13RIK	0	0			
ZFP94	"zinc finger protein 94"	0	499095	22756	MGC114501	0	0		Q32P35	Q61117,Q3UUP5,E9Q6Y4
ZFP940	"zinc finger protein 940"	0	0	233057		0	0			Q8R2Q3
ZFP941	"zinc finger protein 941"	0	0	407812		0	0			Q6NZP7,Q6NV92
